09/11 11:15:00 FINE sim.Admin|Log for simulation 20 started
09/11 11:15:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1665827451, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.3267742286711353, mobileCoef=1.7084499943585818, budgetMillis=6507, advertiser=DummyAdnetwork-4]
09/11 11:15:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1a9da212 event: tau.tac.adx.messages.UserClassificationServiceNotification@7c1ff701
09/11 11:15:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=978939032, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.1959537761514505, mobileCoef=2.0160841493983677, budgetMillis=5590, advertiser=DummyAdnetwork-5]
09/11 11:15:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1a9da212 event: tau.tac.adx.messages.UserClassificationServiceNotification@7fcd6dbf
09/11 11:15:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1210282343, reachImps=3312, dayStart=1, dayEnd=5, targetSegment=[MALE, HIGH_INCOME], videoCoef=2.726513274549438, mobileCoef=2.0334492213482127, budgetMillis=3312, advertiser=DummyAdnetwork-6]
09/11 11:15:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1a9da212 event: tau.tac.adx.messages.UserClassificationServiceNotification@4b87209d
09/11 11:15:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=978041049, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.8905333454380417, mobileCoef=1.6726686170083591, budgetMillis=5882, advertiser=DummyAdnetwork-7]
09/11 11:15:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1a9da212 event: tau.tac.adx.messages.UserClassificationServiceNotification@2e7f9aba
09/11 11:15:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1a9da212 event: tau.tac.adx.messages.UserClassificationServiceNotification@7d847e5b
09/11 11:15:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=259340990, reachImps=2068, dayStart=2, dayEnd=6, targetSegment=[MALE, YOUNG, HIGH_INCOME], videoCoef=2.443064441350486, mobileCoef=1.5849630106475359, budgetMillis=0, advertiser=null]
09/11 11:15:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
09/11 11:15:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.14254984101418 Cmp ID: 259340990 Cmp Bid: 292
09/11 11:15:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.18978700816321573 Cmp ID: 259340990 Cmp Bid: 574
09/11 11:15:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.13016661254357145 Cmp ID: 259340990 Cmp Bid: 672
09/11 11:15:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11813185810903915 Cmp ID: 259340990 Cmp Bid: 838
09/11 11:15:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.15567538204028403 Cmp ID: 259340990 Cmp Bid: 65
09/11 11:15:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.14486242372788424 Cmp ID: 259340990 Cmp Bid: 754
09/11 11:15:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1495084370464062 Cmp ID: 259340990 Cmp Bid: 735
09/11 11:15:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv1 : UCS Bid: 0.19701682759528127 Cmp ID: 259340990 Cmp Bid: 2015
09/11 11:15:10 INFO sim.Simulation|***** START OF TIME 1 *****
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #71888659 at price 1.657
09/11 11:15:10 INFO demand.CampaignImpl|Applied daily limit for campaign #71888659 at price 1.657
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-2
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1022090616 at price 9.54
09/11 11:15:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1022090616 at price 9.54
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-3
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1092678686 at price 10.952
09/11 11:15:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1092678686 at price 10.952
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-4
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1665827451 at price 6.507
09/11 11:15:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1665827451 at price 6.507
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-5
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #978939032 at price 5.59
09/11 11:15:10 INFO demand.CampaignImpl|Applied daily limit for campaign #978939032 at price 5.59
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-6
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1210282343 at price 3.312
09/11 11:15:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1210282343 at price 3.312
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: DummyAdnetwork-7
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #978041049 at price 5.882
09/11 11:15:10 INFO demand.CampaignImpl|Applied daily limit for campaign #978041049 at price 5.882
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Initialized AdxQueryBid for advertiser: adv1
09/11 11:15:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #682414790 at price 5.882
09/11 11:15:10 INFO demand.CampaignImpl|Applied daily limit for campaign #682414790 at price 5.882
09/11 11:15:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=259340990, reachImps=2068, dayStart=2, dayEnd=6, targetSegment=[MALE, YOUNG, HIGH_INCOME], videoCoef=2.443064441350486, mobileCoef=1.5849630106475359, budgetMillis=0, advertiser=null]
09/11 11:15:10 FINE agents.DemandAgent|Day 1 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
09/11 11:15:10 FINE agents.DemandAgent|Day 1 :Reporting campaign auction results... CampaignImpl [id=259340990, reachImps=2068, dayStart=2, dayEnd=6, targetSegment=[MALE, YOUNG, HIGH_INCOME], videoCoef=2.443064441350486, mobileCoef=1.5849630106475359, budgetMillis=574, advertiser=DummyAdnetwork]
09/11 11:15:10 FINE agents.DemandAgent|Day 1 :Reporting UCS auction results... DummyAdnetwork-5[efday=1, level=1.0, price=0.0] DummyAdnetwork-4[efday=1, level=1.0, price=0.0] DummyAdnetwork-3[efday=1, level=1.0, price=0.0] adv1[efday=1, level=1.0, price=0.0] DummyAdnetwork-2[efday=1, level=1.0, price=0.0] DummyAdnetwork-7[efday=1, level=1.0, price=0.0] DummyAdnetwork-6[efday=1, level=1.0, price=0.0] DummyAdnetwork[efday=1, level=1.0, price=0.0] 
09/11 11:15:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1a9da212 event: tau.tac.adx.messages.UserClassificationServiceNotification@7b9ccdd
09/11 11:15:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=1596634478, reachImps=10490, dayStart=3, dayEnd=7, targetSegment=[LOW_INCOME, OLD], videoCoef=2.12545454636426, mobileCoef=1.7172272651091225, budgetMillis=0, advertiser=null]
09/11 11:15:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
09/11 11:15:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
09/11 11:15:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for wallmart
09/11 11:15:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ask
09/11 11:15:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
09/11 11:15:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
09/11 11:15:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
09/11 11:15:11 SEVERE demand.CampaignImpl|Campaign #1210282343 impressed while over limit. Current cost: 3.317786158427912 Budget limit: 3.312
09/11 11:15:11 SEVERE agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 1210282343, daily limit was: 3312, 3.312 values are: 1626.043282880619, 3.317786158427912, total limit was: 2147483647, Infinity total values are: 0.01626.043282880619, 0.03.317786158427912
09/11 11:15:11 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1210282343, AdNetwork=DummyAdnetwork-6] due to limit. My name is DummyAdnetwork-6
09/11 11:15:12 SEVERE demand.CampaignImpl|Campaign #1092678686 impressed while over limit. Current cost: 9.131169987341941 Budget limit: 10.952
09/11 11:15:12 SEVERE agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 1092678686, daily limit was: 10952, 10.952 values are: 10953.583021049577, 9.131169987341941, total limit was: 2147483647, Infinity total values are: 0.010953.583021049577, 0.09.131169987341941
09/11 11:15:12 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1092678686, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
09/11 11:15:12 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 2621
09/11 11:15:12 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
09/11 11:15:12 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1281929821387515 Cmp ID: 1596634478 Cmp Bid: 311
09/11 11:15:12 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.10374446808340826 Cmp ID: 1596634478 Cmp Bid: 3537
09/11 11:15:12 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.15858750195688426 Cmp ID: 1596634478 Cmp Bid: 2685
09/11 11:15:12 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.19056152080260516 Cmp ID: 1596634478 Cmp Bid: 6289
09/11 11:15:12 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11208068644863399 Cmp ID: 1596634478 Cmp Bid: 5284
09/11 11:15:12 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.18526125227398077 Cmp ID: 1596634478 Cmp Bid: 2365
09/11 11:15:12 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1905583670209242 Cmp ID: 1596634478 Cmp Bid: 3924
09/11 11:15:12 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.10558837542898086 Cmp ID: 1596634478 Cmp Bid: 3950
09/11 11:15:20 INFO sim.Simulation|***** START OF TIME 2 *****
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #682414790 at price 5.882
09/11 11:15:20 INFO demand.CampaignImpl|Applied daily limit for campaign #682414790 at price 5.882
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #259340990 at price 0.574
09/11 11:15:20 INFO demand.CampaignImpl|Applied daily limit for campaign #259340990 at price 0.574
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1022090616 at price 9.54
09/11 11:15:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1022090616 at price 9.54
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1092678686 at price 10.952
09/11 11:15:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1092678686 at price 10.952
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1665827451 at price 6.507
09/11 11:15:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1665827451 at price 6.507
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #978939032 at price 5.59
09/11 11:15:20 INFO demand.CampaignImpl|Applied daily limit for campaign #978939032 at price 5.59
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1210282343 at price 3.312
09/11 11:15:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1210282343 at price 3.312
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #978041049 at price 5.882
09/11 11:15:20 INFO demand.CampaignImpl|Applied daily limit for campaign #978041049 at price 5.882
09/11 11:15:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=1596634478, reachImps=10490, dayStart=3, dayEnd=7, targetSegment=[LOW_INCOME, OLD], videoCoef=2.12545454636426, mobileCoef=1.7172272651091225, budgetMillis=0, advertiser=null]
09/11 11:15:20 FINE agents.DemandAgent|Day 2 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
09/11 11:15:20 FINE agents.DemandAgent|Day 2 :Reporting campaign auction results... CampaignImpl [id=1596634478, reachImps=10490, dayStart=3, dayEnd=7, targetSegment=[LOW_INCOME, OLD], videoCoef=2.12545454636426, mobileCoef=1.7172272651091225, budgetMillis=2685, advertiser=DummyAdnetwork-5]
09/11 11:15:20 FINE agents.DemandAgent|Day 2 :Reporting UCS auction results... DummyAdnetwork-5[efday=2, level=0.81, price=0.12110183400758903] DummyAdnetwork-4[efday=2, level=0.47829690000000014, price=0.0] DummyAdnetwork-3[efday=2, level=0.5314410000000002, price=0.06278011280532589] adv1[efday=2, level=1.0, price=0.18978700816321573] DummyAdnetwork-2[efday=2, level=0.9, price=0.14010784383625563] DummyAdnetwork-7[efday=2, level=0.7290000000000001, price=0.10560470689762763] DummyAdnetwork-6[efday=2, level=0.6561000000000001, price=0.09352695068940352] DummyAdnetwork[efday=2, level=0.5904900000000002, price=0.07686208304085353] 
09/11 11:15:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1a9da212 event: tau.tac.adx.messages.UserClassificationServiceNotification@5d89fecf
09/11 11:15:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=1492674423, reachImps=2692, dayStart=4, dayEnd=6, targetSegment=[LOW_INCOME, MALE, OLD], videoCoef=2.1719666713141885, mobileCoef=1.6792348744431873, budgetMillis=0, advertiser=null]
09/11 11:15:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
09/11 11:15:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
09/11 11:15:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for wallmart
09/11 11:15:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for ask
09/11 11:15:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
09/11 11:15:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
09/11 11:15:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
09/11 11:15:20 SEVERE demand.CampaignImpl|Campaign #259340990 impressed while over limit. Current cost: 0.5746126012211857 Budget limit: 0.574
09/11 11:15:20 SEVERE agents.DemandAgent|Day 2 :Campaign limit expired Impressed while over limit: 259340990, daily limit was: 2068, 0.574 values are: 175.1811658311769, 0.5746126012211857, total limit was: 2147483647, Infinity total values are: 0.0175.1811658311769, 0.00.5746126012211857
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=259340990, AdNetwork=DummyAdnetwork] due to limit. My name is DummyAdnetwork
09/11 11:15:20 SEVERE demand.CampaignImpl|Campaign #1022090616 impressed while over limit. Current cost: 9.544868314650756 Budget limit: 9.54
09/11 11:15:20 SEVERE agents.DemandAgent|Day 2 :Campaign limit expired Impressed while over limit: 1022090616, daily limit was: 9540, 9.54 values are: 3733.4535005362277, 9.544868314650756, total limit was: 2147483647, Infinity total values are: 3961.48844410847823733.4535005362277, 7.2573478992233489.544868314650756
09/11 11:15:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1022090616, AdNetwork=DummyAdnetwork-2] due to limit. My name is DummyAdnetwork-2
09/11 11:15:21 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 1378
09/11 11:15:21 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
09/11 11:15:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.15034806711581122 Cmp ID: 1492674423 Cmp Bid: 1417
09/11 11:15:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1522325809038056 Cmp ID: 1492674423 Cmp Bid: 930
09/11 11:15:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.15344222548676634 Cmp ID: 1492674423 Cmp Bid: 2487
09/11 11:15:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.16115721730369562 Cmp ID: 1492674423 Cmp Bid: 837
09/11 11:15:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.13050775466207565 Cmp ID: 1492674423 Cmp Bid: 553
09/11 11:15:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.12714805351827715 Cmp ID: 1492674423 Cmp Bid: 2194
09/11 11:15:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.19081200293073752 Cmp ID: 1492674423 Cmp Bid: 2079
09/11 11:15:21 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1919829919640446 Cmp ID: 1492674423 Cmp Bid: 954
09/11 11:15:30 INFO sim.Simulation|***** START OF TIME 3 *****
09/11 11:15:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #259340990 at price 0.574
09/11 11:15:30 INFO demand.CampaignImpl|Applied daily limit for campaign #259340990 at price 0.574
09/11 11:15:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1022090616 at price 9.54
09/11 11:15:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1022090616 at price 9.54
09/11 11:15:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #682414790 at price 5.882
09/11 11:15:30 INFO demand.CampaignImpl|Applied daily limit for campaign #682414790 at price 5.882
09/11 11:15:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1665827451 at price 6.507
09/11 11:15:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1665827451 at price 6.507
09/11 11:15:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1596634478 at price 2.685
09/11 11:15:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1596634478 at price 2.685
09/11 11:15:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1210282343 at price 3.312
09/11 11:15:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1210282343 at price 3.312
09/11 11:15:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #978041049 at price 5.882
09/11 11:15:30 INFO demand.CampaignImpl|Applied daily limit for campaign #978041049 at price 5.882
09/11 11:15:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=1492674423, reachImps=2692, dayStart=4, dayEnd=6, targetSegment=[LOW_INCOME, MALE, OLD], videoCoef=2.1719666713141885, mobileCoef=1.6792348744431873, budgetMillis=0, advertiser=null]
09/11 11:15:30 FINE agents.DemandAgent|Day 3 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0adv1: 1.0DummyAdnetwork-2: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0DummyAdnetwork: 1.0
09/11 11:15:30 FINE agents.DemandAgent|Day 3 :Reporting campaign auction results... CampaignImpl [id=1492674423, reachImps=2692, dayStart=4, dayEnd=6, targetSegment=[LOW_INCOME, MALE, OLD], videoCoef=2.1719666713141885, mobileCoef=1.6792348744431873, budgetMillis=837, advertiser=DummyAdnetwork-5]
09/11 11:15:30 FINE agents.DemandAgent|Day 3 :Reporting UCS auction results... DummyAdnetwork-5[efday=3, level=0.81, price=0.12845587658507626] DummyAdnetwork-4[efday=3, level=0.5904900000000002, price=0.06234887980705893] DummyAdnetwork-3[efday=3, level=0.7290000000000001, price=0.09345268397914985] adv1[efday=3, level=1.0, price=0.1905583670209242] DummyAdnetwork-2[efday=3, level=0.47829690000000014, price=0.0] DummyAdnetwork-7[efday=3, level=0.5314410000000002, price=0.055134063862714584] DummyAdnetwork-6[efday=3, level=0.9, price=0.1667351270465827] DummyAdnetwork[efday=3, level=0.6561000000000001, price=0.07353613837894878] 
09/11 11:15:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@1a9da212 event: tau.tac.adx.messages.UserClassificationServiceNotification@6b62a2bd
09/11 11:15:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=1335112809, reachImps=2970, dayStart=5, dayEnd=7, targetSegment=[LOW_INCOME, YOUNG, FEMALE], videoCoef=2.9967410107879644, mobileCoef=1.8454610234458082, budgetMillis=0, advertiser=null]
09/11 11:15:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
09/11 11:15:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
09/11 11:15:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for wallmart
09/11 11:15:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for ask
09/11 11:15:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
09/11 11:15:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
09/11 11:15:30 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
09/11 11:15:30 SEVERE demand.CampaignImpl|Campaign #1210282343 impressed while over limit. Current cost: 1.6955271379061583 Budget limit: 3.312
09/11 11:15:30 SEVERE agents.DemandAgent|Day 3 :Campaign limit expired Impressed while over limit: 1210282343, daily limit was: 1685, 3.312 values are: 1686.950242429513, 1.6955271379061583, total limit was: 2147483647, Infinity total values are: 2505.4240794052791686.950242429513, 3.3177861584279121.6955271379061583
09/11 11:15:30 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1210282343, AdNetwork=DummyAdnetwork-6] due to limit. My name is DummyAdnetwork-6
09/11 11:15:31 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 1077
09/11 11:15:31 INFO sim.Simulation|***** START OF TIME 3 COMPLETE *****
09/11 11:15:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from adv1 : UCS Bid: 0.18666299563564193 Cmp ID: 1335112809 Cmp Bid: 1485
